#name, hash, bec, layer, phi, eta
L1_B05_S2_C6_M2C, 843, 0, 2, 9, -2
L1_B05_S2_C6_M1C, 844, 0, 2, 9, -1
L1_B05_S2_A7_M0, 845, 0, 2, 9, 0
L1_B05_S2_A7_M1A, 846, 0, 2, 9, 1
L1_B05_S2_A7_M2A, 847, 0, 2, 9, 2
L1_B05_S2_A7_M3A, 848, 0, 2, 9, 3
L1_B05_S2_A7_M4A, 849, 0, 2, 9, 4
L1_B05_S2_A7_M5A, 850, 0, 2, 9, 5
L1_B05_S2_A7_M6A, 851, 0, 2, 9, 6
L1_B06_S1_C7_M6C, 852, 0, 2, 10, -6
L1_B06_S1_C7_M5C, 853, 0, 2, 10, -5
L1_B06_S1_C7_M4C, 854, 0, 2, 10, -4
L1_B06_S1_C7_M3C, 855, 0, 2, 10, -3
L1_B06_S1_C7_M2C, 856, 0, 2, 10, -2
L1_B06_S1_C7_M1C, 857, 0, 2, 10, -1
L1_B06_S1_C7_M0, 858, 0, 2, 10, 0
L1_B06_S1_A6_M1A, 859, 0, 2, 10, 1
L1_B06_S1_A6_M2A, 860, 0, 2, 10, 2
L1_B06_S1_A6_M3A, 861, 0, 2, 10, 3
L1_B06_S1_A6_M4A, 862, 0, 2, 10, 4
L1_B06_S1_A6_M5A, 863, 0, 2, 10, 5
L1_B06_S1_A6_M6A, 864, 0, 2, 10, 6
L1_B06_S2_C6_M6C, 865, 0, 2, 11, -6
L1_B06_S2_C6_M5C, 866, 0, 2, 11, -5
L1_B06_S2_C6_M4C, 867, 0, 2, 11, -4
L1_B06_S2_C6_M3C, 868, 0, 2, 11, -3
L1_B06_S2_C6_M2C, 869, 0, 2, 11, -2
L1_B06_S2_C6_M1C, 870, 0, 2, 11, -1
L1_B06_S2_A7_M0, 871, 0, 2, 11, 0
L1_B06_S2_A7_M1A, 872, 0, 2, 11, 1
L1_B06_S2_A7_M2A, 873, 0, 2, 11, 2
L1_B06_S2_A7_M3A, 874, 0, 2, 11, 3
L1_B06_S2_A7_M4A, 875, 0, 2, 11, 4
L1_B06_S2_A7_M5A, 876, 0, 2, 11, 5
L1_B06_S2_A7_M6A, 877, 0, 2, 11, 6
L1_B07_S1_C7_M6C, 878, 0, 2, 12, -6
L1_B07_S1_C7_M5C, 879, 0, 2, 12, -5
L1_B07_S1_C7_M4C, 880, 0, 2, 12, -4
L1_B07_S1_C7_M3C, 881, 0, 2, 12, -3
L1_B07_S1_C7_M2C, 882, 0, 2, 12, -2
L1_B07_S1_C7_M1C, 883, 0, 2, 12, -1
L1_B07_S1_C7_M0, 884, 0, 2, 12, 0
L1_B07_S1_A6_M1A, 885, 0, 2, 12, 1
L1_B07_S1_A6_M2A, 886, 0, 2, 12, 2
L1_B07_S1_A6_M3A, 887, 0, 2, 12, 3
L1_B07_S1_A6_M4A, 888, 0, 2, 12, 4
L1_B07_S1_A6_M5A, 889, 0, 2, 12, 5
L1_B07_S1_A6_M6A, 890, 0, 2, 12, 6
L1_B07_S2_C6_M6C, 891, 0, 2, 13, -6
L1_B07_S2_C6_M5C, 892, 0, 2, 13, -5
L1_B07_S2_C6_M4C, 893, 0, 2, 13, -4
L1_B07_S2_C6_M3C, 894, 0, 2, 13, -3
L1_B07_S2_C6_M2C, 895, 0, 2, 13, -2
L1_B07_S2_C6_M1C, 896, 0, 2, 13, -1
L1_B07_S2_A7_M0, 897, 0, 2, 13, 0
L1_B07_S2_A7_M1A, 898, 0, 2, 13, 1
L1_B07_S2_A7_M2A, 899, 0, 2, 13, 2
L1_B07_S2_A7_M3A, 900, 0, 2, 13, 3
L1_B07_S2_A7_M4A, 901, 0, 2, 13, 4
L1_B07_S2_A7_M5A, 902, 0, 2, 13, 5
L1_B07_S2_A7_M6A, 903, 0, 2, 13, 6
L1_B08_S1_C7_M6C, 904, 0, 2, 14, -6
L1_B08_S1_C7_M5C, 905, 0, 2, 14, -5
L1_B08_S1_C7_M4C, 906, 0, 2, 14, -4
L1_B08_S1_C7_M3C, 907, 0, 2, 14, -3
L1_B08_S1_C7_M2C, 908, 0, 2, 14, -2
L1_B08_S1_C7_M1C, 909, 0, 2, 14, -1
L1_B08_S1_C7_M0, 910, 0, 2, 14, 0
L1_B08_S1_A6_M1A, 911, 0, 2, 14, 1
L1_B08_S1_A6_M2A, 912, 0, 2, 14, 2
L1_B08_S1_A6_M3A, 913, 0, 2, 14, 3
L1_B08_S1_A6_M4A, 914, 0, 2, 14, 4
L1_B08_S1_A6_M5A, 915, 0, 2, 14, 5
L1_B08_S1_A6_M6A, 916, 0, 2, 14, 6
L1_B08_S2_C6_M6C, 917, 0, 2, 15, -6
L1_B08_S2_C6_M5C, 918, 0, 2, 15, -5
L1_B08_S2_C6_M4C, 919, 0, 2, 15, -4
L1_B08_S2_C6_M3C, 920, 0, 2, 15, -3
L1_B08_S2_C6_M2C, 921, 0, 2, 15, -2
L1_B08_S2_C6_M1C, 922, 0, 2, 15, -1
L1_B08_S2_A7_M0, 923, 0, 2, 15, 0
L1_B08_S2_A7_M1A, 924, 0, 2, 15, 1
L1_B08_S2_A7_M2A, 925, 0, 2, 15, 2
L1_B08_S2_A7_M3A, 926, 0, 2, 15, 3
L1_B08_S2_A7_M4A, 927, 0, 2, 15, 4
L1_B08_S2_A7_M5A, 928, 0, 2, 15, 5
L1_B08_S2_A7_M6A, 929, 0, 2, 15, 6
L1_B09_S1_C7_M6C, 930, 0, 2, 16, -6
L1_B09_S1_C7_M5C, 931, 0, 2, 16, -5
L1_B09_S1_C7_M4C, 932, 0, 2, 16, -4
L1_B09_S1_C7_M3C, 933, 0, 2, 16, -3
L1_B09_S1_C7_M2C, 934, 0, 2, 16, -2
L1_B09_S1_C7_M1C, 935, 0, 2, 16, -1
L1_B09_S1_C7_M0, 936, 0, 2, 16, 0
L1_B09_S1_A6_M1A, 937, 0, 2, 16, 1
L1_B09_S1_A6_M2A, 938, 0, 2, 16, 2
L1_B09_S1_A6_M3A, 939, 0, 2, 16, 3
L1_B09_S1_A6_M4A, 940, 0, 2, 16, 4
L1_B09_S1_A6_M5A, 941, 0, 2, 16, 5
L1_B09_S1_A6_M6A, 942, 0, 2, 16, 6
L1_B09_S2_C6_M6C, 943, 0, 2, 17, -6
L1_B09_S2_C6_M5C, 944, 0, 2, 17, -5
L1_B09_S2_C6_M4C, 945, 0, 2, 17, -4
L1_B09_S2_C6_M3C, 946, 0, 2, 17, -3
L1_B09_S2_C6_M2C, 947, 0, 2, 17, -2
L1_B09_S2_C6_M1C, 948, 0, 2, 17, -1
L1_B09_S2_A7_M0, 949, 0, 2, 17, 0
L1_B09_S2_A7_M1A, 950, 0, 2, 17, 1
L1_B09_S2_A7_M2A, 951, 0, 2, 17, 2
L1_B09_S2_A7_M3A, 952, 0, 2, 17, 3
L1_B09_S2_A7_M4A, 953, 0, 2, 17, 4
L1_B09_S2_A7_M5A, 954, 0, 2, 17, 5
L1_B09_S2_A7_M6A, 955, 0, 2, 17, 6
L1_B10_S1_C7_M6C, 956, 0, 2, 18, -6
L1_B10_S1_C7_M5C, 957, 0, 2, 18, -5
L1_B10_S1_C7_M4C, 958, 0, 2, 18, -4
L1_B10_S1_C7_M3C, 959, 0, 2, 18, -3
L1_B10_S1_C7_M2C, 960, 0, 2, 18, -2
L1_B10_S1_C7_M1C, 961, 0, 2, 18, -1
L1_B10_S1_C7_M0, 962, 0, 2, 18, 0
L1_B10_S1_A6_M1A, 963, 0, 2, 18, 1
L1_B10_S1_A6_M2A, 964, 0, 2, 18, 2
L1_B10_S1_A6_M3A, 965, 0, 2, 18, 3
L1_B10_S1_A6_M4A, 966, 0, 2, 18, 4
L1_B10_S1_A6_M5A, 967, 0, 2, 18, 5
L1_B10_S1_A6_M6A, 968, 0, 2, 18, 6
L1_B10_S2_C6_M6C, 969, 0, 2, 19, -6
L1_B10_S2_C6_M5C, 970, 0, 2, 19, -5
L1_B10_S2_C6_M4C, 971, 0, 2, 19, -4
L1_B10_S2_C6_M3C, 972, 0, 2, 19, -3
L1_B10_S2_C6_M2C, 973, 0, 2, 19, -2
L1_B10_S2_C6_M1C, 974, 0, 2, 19, -1
L1_B10_S2_A7_M0, 975, 0, 2, 19, 0
L1_B10_S2_A7_M1A, 976, 0, 2, 19, 1
L1_B10_S2_A7_M2A, 977, 0, 2, 19, 2
L1_B10_S2_A7_M3A, 978, 0, 2, 19, 3
L1_B10_S2_A7_M4A, 979, 0, 2, 19, 4
L1_B10_S2_A7_M5A, 980, 0, 2, 19, 5
L1_B10_S2_A7_M6A, 981, 0, 2, 19, 6
L1_B11_S1_C7_M6C, 982, 0, 2, 20, -6
L1_B11_S1_C7_M5C, 983, 0, 2, 20, -5
L1_B11_S1_C7_M4C, 984, 0, 2, 20, -4
L1_B11_S1_C7_M3C, 985, 0, 2, 20, -3
L1_B11_S1_C7_M2C, 986, 0, 2, 20, -2
L1_B11_S1_C7_M1C, 987, 0, 2, 20, -1
L1_B11_S1_C7_M0, 988, 0, 2, 20, 0
L1_B11_S1_A6_M1A, 989, 0, 2, 20, 1
L1_B11_S1_A6_M2A, 990, 0, 2, 20, 2
L1_B11_S1_A6_M3A, 991, 0, 2, 20, 3
L1_B11_S1_A6_M4A, 992, 0, 2, 20, 4
L1_B11_S1_A6_M5A, 993, 0, 2, 20, 5
L1_B11_S1_A6_M6A, 994, 0, 2, 20, 6
L1_B11_S2_C6_M6C, 995, 0, 2, 21, -6
L1_B11_S2_C6_M5C, 996, 0, 2, 21, -5
L1_B11_S2_C6_M4C, 997, 0, 2, 21, -4
L1_B11_S2_C6_M3C, 998, 0, 2, 21, -3
L1_B11_S2_C6_M2C, 999, 0, 2, 21, -2
L1_B11_S2_C6_M1C, 1000, 0, 2, 21, -1
L1_B11_S2_A7_M0, 1001, 0, 2, 21, 0
L1_B11_S2_A7_M1A, 1002, 0, 2, 21, 1
L1_B11_S2_A7_M2A, 1003, 0, 2, 21, 2
L1_B11_S2_A7_M3A, 1004, 0, 2, 21, 3
L1_B11_S2_A7_M4A, 1005, 0, 2, 21, 4
L1_B11_S2_A7_M5A, 1006, 0, 2, 21, 5
L1_B11_S2_A7_M6A, 1007, 0, 2, 21, 6
L1_B12_S1_C7_M6C, 1008, 0, 2, 22, -6
L1_B12_S1_C7_M5C, 1009, 0, 2, 22, -5
L1_B12_S1_C7_M4C, 1010, 0, 2, 22, -4
L1_B12_S1_C7_M3C, 1011, 0, 2, 22, -3
L1_B12_S1_C7_M2C, 1012, 0, 2, 22, -2
L1_B12_S1_C7_M1C, 1013, 0, 2, 22, -1
L1_B12_S1_C7_M0, 1014, 0, 2, 22, 0
L1_B12_S1_A6_M1A, 1015, 0, 2, 22, 1
L1_B12_S1_A6_M2A, 1016, 0, 2, 22, 2
L1_B12_S1_A6_M3A, 1017, 0, 2, 22, 3
L1_B12_S1_A6_M4A, 1018, 0, 2, 22, 4
L1_B12_S1_A6_M5A, 1019, 0, 2, 22, 5
L1_B12_S1_A6_M6A, 1020, 0, 2, 22, 6
L1_B12_S2_C6_M6C, 1021, 0, 2, 23, -6
L1_B12_S2_C6_M5C, 1022, 0, 2, 23, -5
L1_B12_S2_C6_M4C, 1023, 0, 2, 23, -4
L1_B12_S2_C6_M3C, 1024, 0, 2, 23, -3
L1_B12_S2_C6_M2C, 1025, 0, 2, 23, -2
L1_B12_S2_C6_M1C, 1026, 0, 2, 23, -1
L1_B12_S2_A7_M0, 1027, 0, 2, 23, 0
L1_B12_S2_A7_M1A, 1028, 0, 2, 23, 1
L1_B12_S2_A7_M2A, 1029, 0, 2, 23, 2
L1_B12_S2_A7_M3A, 1030, 0, 2, 23, 3
L1_B12_S2_A7_M4A, 1031, 0, 2, 23, 4
L1_B12_S2_A7_M5A, 1032, 0, 2, 23, 5
L1_B12_S2_A7_M6A, 1033, 0, 2, 23, 6
L1_B13_S1_C7_M6C, 1034, 0, 2, 24, -6
L1_B13_S1_C7_M5C, 1035, 0, 2, 24, -5
L1_B13_S1_C7_M4C, 1036, 0, 2, 24, -4
L1_B13_S1_C7_M3C, 1037, 0, 2, 24, -3
L1_B13_S1_C7_M2C, 1038, 0, 2, 24, -2
L1_B13_S1_C7_M1C, 1039, 0, 2, 24, -1
L1_B13_S1_C7_M0, 1040, 0, 2, 24, 0
L1_B13_S1_A6_M1A, 1041, 0, 2, 24, 1
L1_B13_S1_A6_M2A, 1042, 0, 2, 24, 2
L1_B13_S1_A6_M3A, 1043, 0, 2, 24, 3
L1_B13_S1_A6_M4A, 1044, 0, 2, 24, 4
L1_B13_S1_A6_M5A, 1045, 0, 2, 24, 5
L1_B13_S1_A6_M6A, 1046, 0, 2, 24, 6
L1_B13_S2_C6_M6C, 1047, 0, 2, 25, -6
L1_B13_S2_C6_M5C, 1048, 0, 2, 25, -5
L1_B13_S2_C6_M4C, 1049, 0, 2, 25, -4
L1_B13_S2_C6_M3C, 1050, 0, 2, 25, -3
L1_B13_S2_C6_M2C, 1051, 0, 2, 25, -2
L1_B13_S2_C6_M1C, 1052, 0, 2, 25, -1
L1_B13_S2_A7_M0, 1053, 0, 2, 25, 0
L1_B13_S2_A7_M1A, 1054, 0, 2, 25, 1
L1_B13_S2_A7_M2A, 1055, 0, 2, 25, 2
L1_B13_S2_A7_M3A, 1056, 0, 2, 25, 3
L1_B13_S2_A7_M4A, 1057, 0, 2, 25, 4
L1_B13_S2_A7_M5A, 1058, 0, 2, 25, 5
L1_B13_S2_A7_M6A, 1059, 0, 2, 25, 6
L1_B14_S1_C7_M6C, 1060, 0, 2, 26, -6
L1_B14_S1_C7_M5C, 1061, 0, 2, 26, -5
L1_B14_S1_C7_M4C, 1062, 0, 2, 26, -4
L1_B14_S1_C7_M3C, 1063, 0, 2, 26, -3
L1_B14_S1_C7_M2C, 1064, 0, 2, 26, -2
L1_B14_S1_C7_M1C, 1065, 0, 2, 26, -1
L1_B14_S1_C7_M0, 1066, 0, 2, 26, 0
L1_B14_S1_A6_M1A, 1067, 0, 2, 26, 1
L1_B14_S1_A6_M2A, 1068, 0, 2, 26, 2
L1_B14_S1_A6_M3A, 1069, 0, 2, 26, 3
L1_B14_S1_A6_M4A, 1070, 0, 2, 26, 4
L1_B14_S1_A6_M5A, 1071, 0, 2, 26, 5
L1_B14_S1_A6_M6A, 1072, 0, 2, 26, 6
L1_B14_S2_C6_M6C, 1073, 0, 2, 27, -6
L1_B14_S2_C6_M5C, 1074, 0, 2, 27, -5
L1_B14_S2_C6_M4C, 1075, 0, 2, 27, -4
L1_B14_S2_C6_M3C, 1076, 0, 2, 27, -3
L1_B14_S2_C6_M2C, 1077, 0, 2, 27, -2
L1_B14_S2_C6_M1C, 1078, 0, 2, 27, -1
L1_B14_S2_A7_M0, 1079, 0, 2, 27, 0
L1_B14_S2_A7_M1A, 1080, 0, 2, 27, 1
L1_B14_S2_A7_M2A, 1081, 0, 2, 27, 2
L1_B14_S2_A7_M3A, 1082, 0, 2, 27, 3
L1_B14_S2_A7_M4A, 1083, 0, 2, 27, 4
L1_B14_S2_A7_M5A, 1084, 0, 2, 27, 5
L1_B14_S2_A7_M6A, 1085, 0, 2, 27, 6
L1_B15_S1_C7_M6C, 1086, 0, 2, 28, -6
L1_B15_S1_C7_M5C, 1087, 0, 2, 28, -5
L1_B15_S1_C7_M4C, 1088, 0, 2, 28, -4
L1_B15_S1_C7_M3C, 1089, 0, 2, 28, -3
L1_B15_S1_C7_M2C, 1090, 0, 2, 28, -2
L1_B15_S1_C7_M1C, 1091, 0, 2, 28, -1
L1_B15_S1_C7_M0, 1092, 0, 2, 28, 0
L1_B15_S1_A6_M1A, 1093, 0, 2, 28, 1
L1_B15_S1_A6_M2A, 1094, 0, 2, 28, 2
L1_B15_S1_A6_M3A, 1095, 0, 2, 28, 3
L1_B15_S1_A6_M4A, 1096, 0, 2, 28, 4
L1_B15_S1_A6_M5A, 1097, 0, 2, 28, 5
L1_B15_S1_A6_M6A, 1098, 0, 2, 28, 6
L1_B15_S2_C6_M6C, 1099, 0, 2, 29, -6
L1_B15_S2_C6_M5C, 1100, 0, 2, 29, -5
L1_B15_S2_C6_M4C, 1101, 0, 2, 29, -4
L1_B15_S2_C6_M3C, 1102, 0, 2, 29, -3
L1_B15_S2_C6_M2C, 1103, 0, 2, 29, -2
L1_B15_S2_C6_M1C, 1104, 0, 2, 29, -1
L1_B15_S2_A7_M0, 1105, 0, 2, 29, 0
L1_B15_S2_A7_M1A, 1106, 0, 2, 29, 1
L1_B15_S2_A7_M2A, 1107, 0, 2, 29, 2
L1_B15_S2_A7_M3A, 1108, 0, 2, 29, 3
L1_B15_S2_A7_M4A, 1109, 0, 2, 29, 4
L1_B15_S2_A7_M5A, 1110, 0, 2, 29, 5
L1_B15_S2_A7_M6A, 1111, 0, 2, 29, 6
L1_B16_S1_C7_M6C, 1112, 0, 2, 30, -6
L1_B16_S1_C7_M5C, 1113, 0, 2, 30, -5
L1_B16_S1_C7_M4C, 1114, 0, 2, 30, -4
L1_B16_S1_C7_M3C, 1115, 0, 2, 30, -3
L1_B16_S1_C7_M2C, 1116, 0, 2, 30, -2
L1_B16_S1_C7_M1C, 1117, 0, 2, 30, -1
L1_B16_S1_C7_M0, 1118, 0, 2, 30, 0
L1_B16_S1_A6_M1A, 1119, 0, 2, 30, 1
L1_B16_S1_A6_M2A, 1120, 0, 2, 30, 2
L1_B16_S1_A6_M3A, 1121, 0, 2, 30, 3
L1_B16_S1_A6_M4A, 1122, 0, 2, 30, 4
L1_B16_S1_A6_M5A, 1123, 0, 2, 30, 5
L1_B16_S1_A6_M6A, 1124, 0, 2, 30, 6
L1_B16_S2_C6_M6C, 1125, 0, 2, 31, -6
L1_B16_S2_C6_M5C, 1126, 0, 2, 31, -5
L1_B16_S2_C6_M4C, 1127, 0, 2, 31, -4
L1_B16_S2_C6_M3C, 1128, 0, 2, 31, -3
L1_B16_S2_C6_M2C, 1129, 0, 2, 31, -2
L1_B16_S2_C6_M1C, 1130, 0, 2, 31, -1
L1_B16_S2_A7_M0, 1131, 0, 2, 31, 0
L1_B16_S2_A7_M1A, 1132, 0, 2, 31, 1
L1_B16_S2_A7_M2A, 1133, 0, 2, 31, 2
L1_B16_S2_A7_M3A, 1134, 0, 2, 31, 3
L1_B16_S2_A7_M4A, 1135, 0, 2, 31, 4
L1_B16_S2_A7_M5A, 1136, 0, 2, 31, 5
L1_B16_S2_A7_M6A, 1137, 0, 2, 31, 6
L1_B17_S1_C7_M6C, 1138, 0, 2, 32, -6
L1_B17_S1_C7_M5C, 1139, 0, 2, 32, -5
L1_B17_S1_C7_M4C, 1140, 0, 2, 32, -4
L1_B17_S1_C7_M3C, 1141, 0, 2, 32, -3
L1_B17_S1_C7_M2C, 1142, 0, 2, 32, -2
L1_B17_S1_C7_M1C, 1143, 0, 2, 32, -1
L1_B17_S1_C7_M0, 1144, 0, 2, 32, 0
L1_B17_S1_A6_M1A, 1145, 0, 2, 32, 1
L1_B17_S1_A6_M2A, 1146, 0, 2, 32, 2
L1_B17_S1_A6_M3A, 1147, 0, 2, 32, 3
L1_B17_S1_A6_M4A, 1148, 0, 2, 32, 4
L1_B17_S1_A6_M5A, 1149, 0, 2, 32, 5
L1_B17_S1_A6_M6A, 1150, 0, 2, 32, 6
L1_B17_S2_C6_M6C, 1151, 0, 2, 33, -6
L1_B17_S2_C6_M5C, 1152, 0, 2, 33, -5
L1_B17_S2_C6_M4C, 1153, 0, 2, 33, -4
L1_B17_S2_C6_M3C, 1154, 0, 2, 33, -3
L1_B17_S2_C6_M2C, 1155, 0, 2, 33, -2
L1_B17_S2_C6_M1C, 1156, 0, 2, 33, -1
L1_B17_S2_A7_M0, 1157, 0, 2, 33, 0
L1_B17_S2_A7_M1A, 1158, 0, 2, 33, 1
L1_B17_S2_A7_M2A, 1159, 0, 2, 33, 2
L1_B17_S2_A7_M3A, 1160, 0, 2, 33, 3
L1_B17_S2_A7_M4A, 1161, 0, 2, 33, 4
L1_B17_S2_A7_M5A, 1162, 0, 2, 33, 5
L1_B17_S2_A7_M6A, 1163, 0, 2, 33, 6
L1_B18_S1_C7_M6C, 1164, 0, 2, 34, -6
L1_B18_S1_C7_M5C, 1165, 0, 2, 34, -5
L1_B18_S1_C7_M4C, 1166, 0, 2, 34, -4
L1_B18_S1_C7_M3C, 1167, 0, 2, 34, -3
L1_B18_S1_C7_M2C, 1168, 0, 2, 34, -2
L1_B18_S1_C7_M1C, 1169, 0, 2, 34, -1
L1_B18_S1_C7_M0, 1170, 0, 2, 34, 0
L1_B18_S1_A6_M1A, 1171, 0, 2, 34, 1
L1_B18_S1_A6_M2A, 1172, 0, 2, 34, 2
L1_B18_S1_A6_M3A, 1173, 0, 2, 34, 3
L1_B18_S1_A6_M4A, 1174, 0, 2, 34, 4
L1_B18_S1_A6_M5A, 1175, 0, 2, 34, 5
L1_B18_S1_A6_M6A, 1176, 0, 2, 34, 6
L1_B18_S2_C6_M6C, 1177, 0, 2, 35, -6
L1_B18_S2_C6_M5C, 1178, 0, 2, 35, -5
L1_B18_S2_C6_M4C, 1179, 0, 2, 35, -4
L1_B18_S2_C6_M3C, 1180, 0, 2, 35, -3
L1_B18_S2_C6_M2C, 1181, 0, 2, 35, -2
L1_B18_S2_C6_M1C, 1182, 0, 2, 35, -1
L1_B18_S2_A7_M0, 1183, 0, 2, 35, 0
L1_B18_S2_A7_M1A, 1184, 0, 2, 35, 1
L1_B18_S2_A7_M2A, 1185, 0, 2, 35, 2
L1_B18_S2_A7_M3A, 1186, 0, 2, 35, 3
L1_B18_S2_A7_M4A, 1187, 0, 2, 35, 4
L1_B18_S2_A7_M5A, 1188, 0, 2, 35, 5
L1_B18_S2_A7_M6A, 1189, 0, 2, 35, 6
L1_B19_S1_C7_M6C, 1190, 0, 2, 36, -6
L1_B19_S1_C7_M5C, 1191, 0, 2, 36, -5
L1_B19_S1_C7_M4C, 1192, 0, 2, 36, -4
L1_B19_S1_C7_M3C, 1193, 0, 2, 36, -3
L1_B19_S1_C7_M2C, 1194, 0, 2, 36, -2
L1_B19_S1_C7_M1C, 1195, 0, 2, 36, -1
L1_B19_S1_C7_M0, 1196, 0, 2, 36, 0
L1_B19_S1_A6_M1A, 1197, 0, 2, 36, 1
L1_B19_S1_A6_M2A, 1198, 0, 2, 36, 2
L1_B19_S1_A6_M3A, 1199, 0, 2, 36, 3
L1_B19_S1_A6_M4A, 1200, 0, 2, 36, 4
L1_B19_S1_A6_M5A, 1201, 0, 2, 36, 5
L1_B19_S1_A6_M6A, 1202, 0, 2, 36, 6
L1_B19_S2_C6_M6C, 1203, 0, 2, 37, -6
L1_B19_S2_C6_M5C, 1204, 0, 2, 37, -5
L1_B19_S2_C6_M4C, 1205, 0, 2, 37, -4
L1_B19_S2_C6_M3C, 1206, 0, 2, 37, -3
L1_B19_S2_C6_M2C, 1207, 0, 2, 37, -2
L1_B19_S2_C6_M1C, 1208, 0, 2, 37, -1
L1_B19_S2_A7_M0, 1209, 0, 2, 37, 0
L1_B19_S2_A7_M1A, 1210, 0, 2, 37, 1
L1_B19_S2_A7_M2A, 1211, 0, 2, 37, 2
L1_B19_S2_A7_M3A, 1212, 0, 2, 37, 3
L1_B19_S2_A7_M4A, 1213, 0, 2, 37, 4
L1_B19_S2_A7_M5A, 1214, 0, 2, 37, 5
L1_B19_S2_A7_M6A, 1215, 0, 2, 37, 6
L2_B01_S2_C6_M6C, 1216, 0, 3, 0, -6
L2_B01_S2_C6_M5C, 1217, 0, 3, 0, -5
L2_B01_S2_C6_M4C, 1218, 0, 3, 0, -4
L2_B01_S2_C6_M3C, 1219, 0, 3, 0, -3
L2_B01_S2_C6_M2C, 1220, 0, 3, 0, -2
L2_B01_S2_C6_M1C, 1221, 0, 3, 0, -1
L2_B01_S2_A7_M0, 1222, 0, 3, 0, 0
L2_B01_S2_A7_M1A, 1223, 0, 3, 0, 1
L2_B01_S2_A7_M2A, 1224, 0, 3, 0, 2
L2_B01_S2_A7_M3A, 1225, 0, 3, 0, 3
L2_B01_S2_A7_M4A, 1226, 0, 3, 0, 4
L2_B01_S2_A7_M5A, 1227, 0, 3, 0, 5
L2_B01_S2_A7_M6A, 1228, 0, 3, 0, 6
L2_B02_S1_C7_M6C, 1229, 0, 3, 1, -6
L2_B02_S1_C7_M5C, 1230, 0, 3, 1, -5
L2_B02_S1_C7_M4C, 1231, 0, 3, 1, -4
L2_B02_S1_C7_M3C, 1232, 0, 3, 1, -3
L2_B02_S1_C7_M2C, 1233, 0, 3, 1, -2
L2_B02_S1_C7_M1C, 1234, 0, 3, 1, -1
L2_B02_S1_C7_M0, 1235, 0, 3, 1, 0
L2_B02_S1_A6_M1A, 1236, 0, 3, 1, 1
L2_B02_S1_A6_M2A, 1237, 0, 3, 1, 2
L2_B02_S1_A6_M3A, 1238, 0, 3, 1, 3
L2_B02_S1_A6_M4A, 1239, 0, 3, 1, 4
L2_B02_S1_A6_M5A, 1240, 0, 3, 1, 5
L2_B02_S1_A6_M6A, 1241, 0, 3, 1, 6
